taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
53335	genus	Pantoea	28	3	7			6.86	0.74	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
85072	genus	Allochromatium	2	3	3			3.00	0.00	[3, 3]
54260	genus	Ferroglobus	1	1	1			1.00	0.00	[1]
75905	genus	Thermocrinis	2	1	1			1.00	0.00	[1, 1]
63742	genus	Natrialba	1	3	3			3.00	0.00	[3]
379546	genus	Candidatus Aciduliprofundum	2	1	1			1.00	0.00	[1, 1]
314343	genus	Sideroxydans	2	2	2			2.00	0.00	[2, 2]
117999	genus	Denitrovibrio	1	2	2			2.00	0.00	[2]
2800373	genus	Priestia	6	1	21			12.60	1.32	[11, 12, 11, 17, 13, 14, 14, 13, 14, 13, 13, 14, 9, 13, 12, 21, 14, 15, 15, 1, 13, 13, 15, 15, 15, 14, 15, 15, 14, 14, 15, 15, 13, 16, 15, 14, 14, 13, 13, 12, 13, 14, 15, 15, 15, 14, 14, 11, 10, 12, 10, 12, 12, 12, 14, 14, 14, 14, 15, 13, 14, 14, 14, 14, 14, 12, 14, 14, 12]
2175	genus	Methanohalophilus	2	1	3			2.00	1.00	[3, 1]
81466	genus	Aminobacterium	2	3	3			3.00	0.00	[3, 3]
442430	genus	Coraliomargarita	2	2	2			2.00	0.00	[2, 2]
558436	genus	Xylanibacter	1	4	4			4.00	0.00	[4, 4]
109168	genus	Desulfotalea	1	7	7			7.00	0.00	[7]
551759	genus	Aromatoleum	3	4	4			4.00	0.00	[4, 4, 4, 4]
63743	genus	Natronomonas	6	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
2767885	genus	Latilactobacillus	3	5	8			6.29	0.35	[7, 7, 8, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 6, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6]
53246	genus	Pseudoalteromonas	65	6	12			8.56	0.88	[9, 9, 8, 7, 8, 9, 8, 7, 9, 8, 8, 9, 9, 10, 10, 12, 12, 12, 10, 9, 9, 9, 9, 9, 10, 9, 9, 8, 10, 10, 8, 8, 8, 8, 8, 9, 9, 8, 8, 10, 6, 9, 9, 7, 9, 7, 8, 8, 8, 8, 8, 9, 9, 9, 8, 8, 10, 9, 9, 8, 8, 8, 9, 9, 8, 8, 8, 9, 9, 9, 9, 9, 9, 8, 8, 9, 9, 9, 8, 9, 8]
551	genus	Erwinia	22	1	7			6.68	1.26	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]
626	genus	Xenorhabdus	8	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
42054	genus	Chromohalobacter	2	5	5			5.00	0.00	[5, 5]
41707	genus	Lawsonia	1	2	2			2.00	0.00	[2, 2, 2]
292691	genus	Christiangramia	6	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3]
12960	genus	Azoarcus	5	4	5			4.20	0.40	[4, 4, 5, 4, 4, 4]
1835	genus	Saccharopolyspora	8	4	5			4.38	0.48	[4, 4, 4, 5, 5, 5, 4, 4, 4, 4]
1573	genus	Clavibacter	8	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
39643	genus	Sorangium	2	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4]
517	genus	Bordetella	16	2	5			3.08	0.30	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5]
670516	genus	Mycobacteroides	6	1	2			1.17	0.37	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
583	genus	Proteus	11	1	8			7.04	0.15	[7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7]
165695	genus	Sphingobium	31	1	4			2.82	0.72	[3, 2, 3, 3, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2, 4, 4, 2, 4, 3, 3, 3, 3, 3, 1, 2, 3, 3, 4, 3, 3, 3, 3]
1743	genus	Propionibacterium	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
1649480	genus	Planctopirus	2	2	2			2.00	0.00	[2, 2]
2935559	genus	Allomeiothermus	1	2	2			2.00	0.00	[2]
54253	genus	Thermosphaera	1	1	1			1.00	0.00	[1, 1]
427922	genus	Desulfurivibrio	1	2	2			2.00	0.00	[2]
2060	genus	Tsukamurella	4	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
28196	genus	Arcobacter	11	4	8			5.27	1.05	[4, 5, 5, 5, 4, 5, 6, 6, 5, 5, 8]
475	genus	Moraxella	18	3	5			4.00	0.33	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 3, 4]
28263	genus	Arcanobacterium	6	3	4			3.67	0.47	[4, 4, 4, 4, 4, 3, 3]
129001	genus	Syntrophothermus	1	2	2			2.00	0.00	[2]
332248	genus	Truepera	1	2	2			2.00	0.00	[2, 2]
147067	genus	Thermobispora	1	4	4			4.00	0.00	[4, 4]
71666	genus	Waddlia	1	2	2			2.00	0.00	[2]
286801	genus	Segniliparus	1	1	1			1.00	0.00	[1]
1707	genus	Cellulomonas	23	2	3			2.30	0.46	[2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3]
1129704	genus	Kyrpidia	2	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5]
99	genus	Ancylobacter	5	1	2			1.80	0.40	[1, 2, 2, 2, 2]
278993	genus	Thermincola	1	3	3			3.00	0.00	[3]
2013	genus	Nocardiopsis	8	5	6			5.12	0.33	[5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5]
401618	genus	Candidatus Riesia	1	2	2			2.00	0.00	[2, 2]
1434042	genus	Salisediminibacterium	2	7	7			7.00	0.00	[7, 7]
283	genus	Comamonas	19	2	11			6.85	2.20	[3, 2, 9, 9, 9, 10, 9, 8, 9, 6, 8, 8, 7, 9, 7, 5, 7, 4, 7, 3, 9, 5, 8, 7, 7, 6, 7, 3, 6, 11, 5, 11, 7, 9, 7, 8]
81	genus	Hyphomicrobium	6	1	2			1.17	0.37	[1, 1, 1, 1, 1, 2, 1]
963	genus	Herbaspirillum	9	2	4			2.94	0.37	[3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3]
133925	genus	Olsenella	3	1	2			1.67	0.47	[1, 2, 2]
453229	genus	Desulfarculus	1	1	1			1.00	0.00	[1]
1911556	genus	Sediminispirochaeta	1	2	2			2.00	0.00	[2]
838	genus	Prevotella	22	3	5			4.05	0.37	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
41275	genus	Brevundimonas	29	1	3			1.94	0.40	[2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2]
2719231	genus	Lacrimispora	2	6	6			6.00	0.00	[6, 6]
291988	genus	Thermosediminibacter	1	3	3			3.00	0.00	[3]
28186	genus	Acetohalobium	1	5	5			5.00	0.00	[5]
105850	genus	Acidilobus	2	1	1			1.00	0.00	[1, 1]
830	genus	Butyrivibrio	4	4	7			5.12	1.14	[6, 4, 7, 6, 4]
1873	genus	Micromonospora	35	2	4			3.20	0.47	[3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3]
96	genus	Gallionella	1	3	3			3.00	0.00	[3]
28895	genus	Thermoanaerobacterium	3	5	5			5.00	0.00	[5, 5, 5, 5, 5]
1408194	genus	Endomicrobium	2	1	1			1.00	0.00	[1, 1, 1]
456826	genus	Candidatus Cloacimonas	1	2	2			2.00	0.00	[2]
28050	genus	Lachnospira	1	5	5			5.00	0.00	[5, 5]
1184396	genus	Mesotoga	2	2	2			2.00	0.00	[2, 2]
230355	genus	Methanolacinia	1	2	2			2.00	0.00	[2]
164450	genus	Vulcanisaeta	3	1	1			1.00	0.00	[1, 1, 1]
44011	genus	Ferrimonas	4	7	11			9.00	1.41	[7, 11, 9, 9]
1730	genus	Eubacterium	5	4	5			4.60	0.49	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4]
74968	genus	Ferroplasma	2	1	1			1.00	0.00	[1, 1]
208215	genus	Parvularcula	3	1	2			1.33	0.47	[1, 1, 2]
326319	genus	Dokdonia	4	3	3			3.00	0.00	[3, 3, 3, 3]
52959	genus	Polaribacter	27	2	6			3.70	1.51	[2, 3, 3, 3, 3, 3, 6, 6, 5, 2, 2, 2, 5, 2, 2, 6, 5, 5, 5, 3, 2, 2, 5, 2, 3, 4, 6, 2, 5, 3, 4, 2]
252356	genus	Maribacter	10	2	3			2.20	0.40	[2, 2, 3, 2, 2, 2, 2, 2, 3, 2]
83612	genus	Psychroflexus	2	3	3			3.00	0.00	[3, 3]
302485	genus	Phaeobacter	5	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
53945	genus	Octadecabacter	4	1	2			1.50	0.50	[2, 2, 1, 1]
848	genus	Fusobacterium	14	3	9			5.90	1.30	[5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 5, 9, 5, 5, 5]
2701	genus	Gardnerella	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
44259	genus	Filifactor	1	4	4			4.00	0.00	[4]
1330546	genus	Pluralibacter	2	7	7			7.00	0.00	[7, 7, 7, 7, 7]
92944	genus	Ketogulonicigenium	2	5	6			5.50	0.50	[5, 5, 5, 5, 5, 5, 6]
2330	genus	Halanaerobium	2	4	4			4.00	0.00	[4, 4]
40	genus	Stigmatella	1	2	2			2.00	0.00	[2]
167639	genus	Ilyobacter	1	8	8			8.00	0.00	[8]
1649490	genus	Rubinisphaera	1	2	2			2.00	0.00	[2]
222	genus	Achromobacter	16	3	5			3.83	0.33	[3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 5, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4]
1068	genus	Rhodomicrobium	2	2	2			2.00	0.00	[2, 2]
2179	genus	Methanothermus	1	2	2			2.00	0.00	[2]
2994363	genus	Pseudofrankia	1	3	3			3.00	0.00	[3]
319458	genus	Leadbetterella	1	3	3			3.00	0.00	[3]
2837504	genus	Heyndrickxia	4	6	12			10.16	1.12	[10, 9, 10, 6, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 12, 12, 12, 9]
2735	genus	Verrucomicrobium	1	4	4			4.00	0.00	[4]
60846	genus	Halogeometricum	1	1	2			1.50	0.00	[2, 1]
76890	genus	Asticcacaulis	4	2	3			2.75	0.43	[3, 3, 3, 2, 3]
613	genus	Serratia	43	5	8			6.97	0.18	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
2035811	genus	Pseudodesulfovibrio	12	1	4			2.67	0.85	[2, 2, 1, 3, 4, 3, 4, 3, 2, 3, 2, 3]
2837485	genus	Evansella	2	10	10			10.00	0.00	[10, 10]
2994361	genus	Protofrankia	1	2	2			2.00	0.00	[2]
393029	genus	Desulfurispirillum	1	3	3			3.00	0.00	[3, 3]
253238	genus	Ethanoligenens	1	3	3			3.00	0.00	[3, 3, 3, 3, 3]
1906945	genus	Parageobacillus	4	9	10			9.67	0.41	[10, 10, 10, 10, 10, 10, 9, 10, 9, 9, 9, 9, 10]
698776	genus	Cellulosilyticum	2	11	11			11.00	0.00	[11, 11]
940557	genus	Granulicella	4	1	1			1.00	0.00	[1, 1, 1, 1]
201096	genus	Alicycliphilus	1	3	3			3.00	0.00	[3, 3, 3, 3]
155862	genus	Methanothermococcus	2	2	2			2.00	0.00	[2, 2]
1263	genus	Ruminococcus	6	4	5			4.17	0.37	[4, 4, 4, 4, 5, 4]
346096	genus	Paludibacter	1	3	3			3.00	0.00	[3]
34084	genus	Riemerella	2	2	3			2.49	0.49	[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]
545865	genus	Calditerrivibrio	1	2	2			2.00	0.00	[2]
869806	genus	Marivirga	5	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
286130	genus	Sulfuricurvum	1	3	3			3.00	0.00	[3]
208447	genus	Oceanithermus	1	2	2			2.00	0.00	[2]
53357	genus	Intrasporangium	1	2	2			2.00	0.00	[2, 2]
73918	genus	Thermaerobacter	4	2	2			2.00	0.00	[2, 2, 2, 2]
34072	genus	Variovorax	15	1	3			2.13	0.34	[2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2]
171868	genus	Thermovibrio	1	3	3			3.00	0.00	[3]
83618	genus	Pseudoxanthomonas	9	1	2			1.72	0.42	[2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2]
269260	genus	Nitratifractor	1	2	2			2.00	0.00	[2]
104264	genus	Cellulophaga	8	3	5			4.00	0.50	[5, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4]
127	genus	Isosphaera	1	3	3			3.00	0.00	[3]
893	genus	Desulfobulbus	3	2	2			2.00	0.00	[2, 2, 2]
34037	genus	Rahnella	4	7	8			7.25	0.43	[7, 7, 7, 8, 7, 7]
1013	genus	Weeksella	1	5	5			5.00	0.00	[5, 5]
399320	genus	Sphaerochaeta	3	3	4			3.67	0.47	[4, 4, 3]
283168	genus	Odoribacter	1	4	4			4.00	0.00	[4, 4]
51196	genus	Syntrophobotulus	1	4	4			4.00	0.00	[4]
1649482	genus	Pseudopedobacter	1	4	4			4.00	0.00	[4]
64159	genus	Desulfurobacterium	1	2	2			2.00	0.00	[2]
2160	genus	Methanobacterium	10	1	3			2.00	0.63	[2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3]
991903	genus	Polymorphum	1	2	2			2.00	0.00	[2]
28253	genus	Marinomonas	10	7	9			8.00	0.45	[7, 7, 7, 7, 8, 8, 8, 8, 9, 8, 8, 8, 8]
1375	genus	Aerococcus	10	4	7			4.53	0.95	[4, 6, 5, 6, 5, 6, 4, 4, 4, 4, 5, 4, 4, 7, 7, 4, 5, 4, 4, 4, 4, 4, 4]
84404	genus	Hippea	1	2	2			2.00	0.00	[2]
332102	genus	Fluviicola	1	2	2			2.00	0.00	[2]
60892	genus	Desulfobacca	1	1	1			1.00	0.00	[1]
33870	genus	Coriobacterium	1	2	2			2.00	0.00	[2]
186191	genus	Marinithermus	1	3	3			3.00	0.00	[3]
2747	genus	Carnobacterium	7	6	8			7.29	0.88	[8, 6, 6, 6, 8, 8, 6, 8, 7]
2881427	genus	Parasynechococcus	1	2	2			2.00	0.00	[2]
265488	genus	Rhodopirellula	2	1	1			1.00	0.00	[1, 1]
843	genus	Wolinella	1	3	3			3.00	0.00	[3, 3]
29487	genus	Photorhabdus	4	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7]
958	genus	Bdellovibrio	7	1	2			1.67	0.44	[2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1]
